periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2019-04-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;37543;0;0;0;37543
2019-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;36798;7571;1469;0;45838
2019-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;38516;0;0;0;38516
2019-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;34132;3534;543;0;38209
2019-05-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;21936;8159;0;0;30095
2019-05-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;37919;17665;5452;0;61036
2019-05-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;35766;19578;4182;0;59526
2019-05-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;68349;32734;5952;0;107035
2019-05-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;71444;13733;3735;0;88912
2019-05-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;46756;0;0;0;46756
2019-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;45983;0;0;0;45983
2019-06-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;26450;9606;0;0;36056
2019-06-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;53583;19184;5324;0;78091
2019-06-01;Região de Saúde LVT;Hospital de Loures;59957;30913;8860;0;99730
2019-06-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;89787;28960;10538;0;129285
2019-06-01;Região de Saúde Norte;Hospital Santa Maria Maior;24436;7206;0;0;31642
2019-07-01;Região de Saúde LVT;Hospital Garcia de Orta;60194;25819;10186;0;96199
2019-07-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;54031;19533;4292;0;77856
2019-07-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;86326;16546;2703;0;105575
2019-07-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;79905;11706;3812;0;95423
2019-08-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;78112;18082;1971;0;98165
2019-08-01;Região de Saúde LVT;Hospital Distrital de Santarém;57550;24330;5459;0;87339
2019-08-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;61478;21412;4942;0;87832
2019-08-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;115428;19972;6248;0;141648
2019-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;70721;0;0;0;70721
2019-09-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;203344;54733;16501;0;274578
2019-09-01;Região de Saúde Centro;Centro Hospitalar de Leiria;105200;24097;9845;0;139142
2019-09-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;95379;28083;5681;0;129143
2019-09-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;83676;23742;12003;0;119421
2019-09-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;84867;22883;11865;0;119615
2019-09-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;64873;31418;7835;0;104126
2019-09-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;125776;54233;11124;0;191133
2019-10-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;45702;16352;0;0;62054
2019-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;78540;0;0;0;78540
2019-10-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;118563;61070;17827;5491;202951
2019-10-01;Região de Saúde LVT;Centro Hospitalar do Oeste;102861;37666;9023;0;149550
2019-10-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;72751;36101;8713;0;117565
2019-10-01;Região de Saúde LVT;Hospital Distrital de Santarém;72266;30587;6920;0;109773
2019-10-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;108597;0;19406;0;128003
2019-10-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;108987;33728;10603;0;153318
2019-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;78657;14427;3808;0;96892
2019-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;85376;0;0;0;85376
2019-11-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;99748;34320;10371;0;144439
2019-11-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;130020;68632;19518;6029;224199
2019-11-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;104425;29315;14385;0;148125
2019-11-01;Região de Saúde LVT;Hospital Distrital de Santarém;79182;33918;7613;0;120713
2019-11-01;Região de Saúde LVT;Hospital Garcia de Orta;95637;38496;16432;0;150565
2019-11-01;Região de Saúde Norte;Hospital Santa Maria Maior;45184;12411;0;0;57595
2019-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;72144;0;9779;0;81923
2019-11-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;128428;18210;6177;0;152815
2019-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;93233;0;0;0;93233
2019-12-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;80988;15707;3881;0;100576
2019-12-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;52993;11310;1591;0;65894
2019-12-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;87801;46007;10420;0;144228
2019-12-01;Região de Saúde LVT;Hospital Garcia de Orta;104246;41582;17893;0;163721
2019-12-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;91935;33638;7454;0;133027
2019-12-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;129766;0;23336;0;153102
2019-12-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;150414;28218;4786;0;183418
2020-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;8149;1826;403;0;10378
2020-01-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;17821;6637;2135;0;26593
2020-01-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;9708;3213;1318;0;14239
2020-01-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;4571;1130;133;0;5834
2020-01-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;10195;3370;1275;0;14840
2020-01-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;7544;3913;1168;0;12625
2020-01-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;9827;2526;295;0;12648
2020-01-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;8017;2999;567;0;11583
2020-01-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;12799;3978;1300;0;18077
2020-01-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;13219;3105;376;0;16700
2020-02-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;8712;3806;0;0;12518
2020-02-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;8830;3335;0;0;12165
2020-02-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;13225;2892;724;0;16841
2020-02-01;Região de Saúde LVT;Hospital de Cascais;15653;9343;2126;0;27122
2020-02-01;Região de Saúde LVT;Hospital Distrital de Santarém;15104;7206;1337;0;23647
2020-02-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;27233;13792;2404;0;43429
2020-02-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;12664;0;0;0;12664
2020-02-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;25080;5657;755;0;31492
2020-02-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;23392;4020;1038;0;28450
2020-03-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;44594;14969;5768;0;65331
2020-03-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;11889;2559;324;0;14772
2020-03-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;25353;9234;2362;0;36949
2020-03-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;40256;10472;3906;0;54634
2020-03-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;37784;16989;3103;0;57876
2020-03-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;28954;0;5089;0;34043
2020-03-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;16398;0;0;0;16398
2020-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;21197;2331;369;0;23897
2020-04-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;52648;16457;7030;0;76135
2020-04-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;45968;7628;2446;0;56042
2020-04-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;42106;9567;4118;0;55791
2020-04-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;38383;7068;1396;0;46847
2020-05-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;17655;5450;0;0;23105
2020-05-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;36133;8991;5371;0;50495
2020-05-01;Região de Saúde LVT;Hospital de Cascais;29479;13443;4485;0;47407
2020-05-01;Região de Saúde LVT;Hospital Distrital de Santarém;28024;9532;2748;0;40304
2020-05-01;Região de Saúde LVT;Hospital Garcia de Orta;35154;8705;6107;0;49966
2020-05-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;28171;0;3428;0;31599
2020-05-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;40821;5367;1956;0;48144
2020-06-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;21207;6027;0;0;27234
2020-06-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;95856;22865;8632;0;127353
2020-06-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;19057;4186;1458;0;24701
2020-06-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;35102;12011;5149;0;52262
2020-06-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;35196;14184;4246;0;53626
2020-06-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;54575;8459;2272;0;65306
2020-06-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;52296;11742;4937;0;68975
2020-06-01;Região de Saúde Norte;Hospital Santa Maria Maior;19215;4058;0;0;23273
2020-07-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;24982;6720;0;0;31702
2020-07-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;56264;11510;3403;0;71177
2020-07-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;23851;3660;780;0;28291
2020-07-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;77886;15737;8056;0;101679
2020-07-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;80651;18051;9325;0;108027
2020-07-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;44022;9286;4870;0;58178
2020-07-01;Região de Saúde Norte;Hospital de Braga;70524;16579;7190;0;94293
2020-07-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;57040;6426;2758;0;66224
2020-08-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;134690;29807;11925;0;176422
2020-08-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;60237;12698;8887;0;81822
2020-08-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;28772;6837;0;0;35609
2020-08-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;27480;4050;909;0;32439
2020-08-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;56880;11842;7902;0;76624
2020-08-01;Região de Saúde LVT;Centro Hospitalar do Oeste;59622;16118;5261;0;81001
2020-08-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;47171;17144;5640;0;69955
2020-08-01;Região de Saúde LVT;Hospital Distrital de Santarém;43683;12223;4545;0;60451
2020-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;52491;0;0;0;52491
2020-09-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;152009;33184;13551;0;198744
2020-09-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;67864;14127;10120;0;92111
2020-09-01;Região de Saúde LVT;Centro Hospitalar do Oeste;66818;17731;5937;0;90486
2020-09-01;Região de Saúde LVT;Hospital de Cascais;53490;21127;8432;0;83049
2020-09-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;52463;18913;6329;0;77705
2020-09-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;104292;22355;11976;0;138623
2020-09-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;84251;11559;4142;0;99952
2020-09-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;51917;0;6160;0;58077
2020-10-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;57936;0;0;0;57936
2020-10-01;Região de Saúde Centro;Centro Hospitalar de Leiria;89500;15492;8588;0;113580
2020-10-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;81300;16733;4951;0;102984
2020-10-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;75319;15837;11328;0;102484
2020-10-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;35959;8615;0;0;44574
2020-10-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;49647;7252;3286;0;60185
2020-10-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;34056;4922;1117;0;40095
2020-10-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;58730;18775;8771;0;86276
2020-10-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;57945;21067;7042;0;86054
2020-10-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;121179;41681;9282;0;172142
2020-10-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;89085;0;17088;0;106173
2020-10-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;44716;0;0;0;44716
2020-10-01;Região de Saúde Norte;Hospital de Braga;103275;23223;10199;0;136697
2020-11-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;39510;10059;0;0;49569
2020-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;62830;0;0;0;62830
2020-11-01;Região de Saúde Centro;Centro Hospitalar de Leiria;96863;16722;9398;0;122983
2020-11-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;53808;8274;3560;0;65642
2020-11-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo;75732;19410;7548;0;102690
2020-11-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;122104;24197;12989;0;159290
2020-11-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;77719;13446;3343;0;94508
2020-12-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;101830;47305;17056;5484;171675
2020-12-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;132360;25952;14059;0;172371
2020-12-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;144178;49015;10920;0;204113
2020-12-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;129075;21320;12646;0;163041
2020-12-01;Região de Saúde Norte;Hospital Santa Maria Maior;39546;6046;0;0;45592
2021-01-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;2954;379;180;0;3513
2021-01-01;Região de Saúde Centro;Centro Hospitalar de Leiria;7319;1037;688;0;9044
2021-01-01;Região de Saúde Centro;Centro Hospitalar Tondela-Viseu;7156;1009;886;0;9051
2021-01-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;4309;1088;244;0;5641
2021-01-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;7566;3472;1209;334;12581
2021-01-01;Região de Saúde LVT;Centro Hospitalar de Setúbal;5854;1337;665;0;7856
2021-01-01;Região de Saúde LVT;Centro Hospitalar do Oeste;5565;1130;498;0;7193
2021-01-01;Região de Saúde LVT;Hospital Distrital de Santarém;4585;833;436;0;5854
2021-01-01;Região de Saúde LVT;Hospital Garcia de Orta;5730;1190;987;0;7907
2021-01-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave;5754;974;383;0;7111
2021-01-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;9385;959;441;0;10785
2021-01-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho;7849;1467;708;0;10024
2021-02-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;5341;598;390;0;6329
2021-02-01;Região de Saúde Centro;Centro Hospitalar de Leiria;13232;1666;1325;0;16223
2021-02-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;5066;518;181;0;5765
2021-02-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;10456;1794;1582;0;13832
2021-02-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte;14428;2309;2023;0;18760
2021-02-01;Região de Saúde LVT;Hospital de Loures;10501;2362;1521;0;14384
2021-02-01;Região de Saúde LVT;Hospital Garcia de Orta;10148;1792;1751;0;13691
2021-02-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;15620;1279;950;0;17849
2021-02-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;10254;1343;1159;0;12756
2021-02-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;12686;825;655;0;14166
2021-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;12668;1798;782;0;15248
2021-03-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;39636;5871;4054;0;49561
2021-03-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;8186;760;298;0;9244
2021-03-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;17881;2148;676;0;20705
2021-03-01;Região de Saúde LVT;Hospital de Loures;16820;3782;2605;0;23207
2021-03-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;14130;3294;1599;0;19023
2021-03-01;Região de Saúde LVT;Hospital Distrital de Santarém;13004;1874;1408;0;16286
2021-03-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto;21173;0;3923;0;25096
2021-03-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;24232;1932;1541;0;27705
2021-03-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;16522;2033;1836;0;20391
2021-03-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;19743;1278;1080;0;22101
2021-04-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;16089;990;408;0;17487
2021-04-01;Região de Saúde Centro;Centro Hospitalar e Universitário de Coimbra;43851;10098;6192;0;60141
2021-04-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;16488;2690;1093;0;20271
2021-04-01;Região de Saúde LVT;Hospital Garcia de Orta;22480;4443;4097;0;31020
2021-04-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;37499;3512;2144;0;43155
